epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
61,8735.59,1.02662,0.5733,1.08877,0.89372,0.89101,0.93149,0.62772,1.30624,0.63767,1.17914,0.000321875,0.000321875,0.000321875
62,8847.11,1.00768,0.58027,1.07992,0.88316,0.90693,0.93389,0.62118,1.30689,0.64277,1.17886,0.000306406,0.000306406,0.000306406
63,8960.94,0.9913,0.55264,1.07006,0.90171,0.9113,0.93808,0.63263,1.31792,0.62496,1.18607,0.000290937,0.000290937,0.000290937
64,9074.13,1.00825,0.57295,1.0893,0.91542,0.89967,0.93555,0.62653,1.31571,0.62581,1.19232,0.000275469,0.000275469,0.000275469
65,9191.32,1.00182,0.56319,1.08114,0.91444,0.9021,0.92935,0.6332,1.30579,0.62489,1.18075,0.00026,0.00026,0.00026
66,9306.94,0.99812,0.5606,1.07631,0.91054,0.90259,0.93206,0.62888,1.30387,0.61103,1.18947,0.000244531,0.000244531,0.000244531
67,9422.56,0.99879,0.55763,1.09344,0.94636,0.89526,0.94879,0.64072,1.318,0.61283,1.19353,0.000229063,0.000229063,0.000229063
68,9532.87,0.97205,0.54703,1.07774,0.8945,0.92249,0.94093,0.62828,1.30803,0.6142,1.18829,0.000213594,0.000213594,0.000213594
69,9646,0.98722,0.5499,1.06781,0.90538,0.89712,0.93292,0.62701,1.28914,0.61741,1.17582,0.000198125,0.000198125,0.000198125
70,9760.38,0.99078,0.55575,1.07261,0.91094,0.89447,0.93047,0.62781,1.30048,0.61663,1.17665,0.000182656,0.000182656,0.000182656
71,9871.75,0.94603,0.51299,1.04183,0.92017,0.89062,0.93823,0.64496,1.29704,0.62241,1.18289,0.000167188,0.000167188,0.000167188
72,9978.45,0.94325,0.50257,1.05796,0.91306,0.88782,0.93088,0.63451,1.29067,0.62697,1.17876,0.000151719,0.000151719,0.000151719
73,10146.8,0.92852,0.48522,1.03803,0.90653,0.88753,0.92132,0.61846,1.30452,0.6299,1.18912,0.00013625,0.00013625,0.00013625
74,10326.6,0.91042,0.48198,1.0315,0.91681,0.87683,0.92641,0.62656,1.28526,0.62073,1.1804,0.000120781,0.000120781,0.000120781
75,10446.5,0.92101,0.47949,1.04714,0.91509,0.88003,0.92225,0.62348,1.29873,0.62814,1.18469,0.000105312,0.000105312,0.000105312
76,10561.9,0.90209,0.4715,1.03176,0.89624,0.88919,0.92527,0.62958,1.29861,0.63007,1.1872,8.98437e-05,8.98437e-05,8.98437e-05
77,10682.6,0.91765,0.47474,1.04597,0.89297,0.88256,0.92814,0.63449,1.29821,0.6301,1.18463,7.4375e-05,7.4375e-05,7.4375e-05
78,10793.3,0.90275,0.46577,1.03023,0.91069,0.89208,0.92726,0.63678,1.29551,0.62244,1.18238,5.89062e-05,5.89062e-05,5.89062e-05
79,11023.7,0.88619,0.45514,1.03022,0.90439,0.89533,0.92852,0.63746,1.30734,0.62038,1.18626,4.34375e-05,4.34375e-05,4.34375e-05
80,11241.4,0.88704,0.45832,1.02953,0.90701,0.88714,0.92925,0.63579,1.30251,0.62007,1.18402,2.79687e-05,2.79687e-05,2.79687e-05
